HourUTC,HourDK,MunicipalityNo,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,timestamp,date,hour,year,month,day
2025-10-31T23:00:00,2025-11-01T00:00:00,846,0.0,,,21.896202,0.25172,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,157,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,825,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,756,0.0,,,16.362827,0.889565,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,336,0.0,,,2.055133,0.0023,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,147,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,161,0.0,,,0.0,16.783618,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,223,0.0,,,0.0,3.29161,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,540,0.0,,,1.803971,4.445892,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,773,0.0,,,26.62268,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,860,0.0,,,28.572261,5.69114,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,787,0.0,,,82.975152,3.36758,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,461,0.0,,,0.802715,78.236094,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,580,0.0,,,9.005464,0.828483,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,153,0.0,,,0.0,1e-05,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,340,0.0,,,1.336345,0.34572,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,326,0.0,,,16.015803,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,217,0.0,,,0.00437,7.4827,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,210,0.0,,,0.0,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,175,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,573,0.0,,,15.668529,0.0798,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,350,0.0,,,0.459911,0.0099,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,710,0.0,,,5.001107,0.00108,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,550,0.0,,,22.707664,1.198938,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,260,0.0,,,0.656126,0.00035,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,766,0.0,,,2.383986,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,810,0.0,,,38.573288,0.56525,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,151,0.0,,,0.0,0.04072,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,410,0.0,,,1.768827,0.012891,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,400,0.0,,,6.842051,4.082,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,657,0.0,,,28.482694,0.3237,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,230,0.0,,,0.0,0.01015,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
